GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
7503	5.99e-01	9.05e-02	0.5997	-1.6925191	-1.0150755	23510.17	XIST	X inactive specific transcript
5501	6.00e-01	9.07e-02	0.0814	-1.6918917	-0.1376693	4917.23	PPP1CC	protein phosphatase 1 catalytic subunit gamma
80127	6.00e-01	9.06e-02	0.0829	-1.6919951	-0.1402896	172.65	BBOF1	basal body orientation factor 1
112487	6.00e-01	9.08e-02	0.0543	-1.6914	-0.0918503	492.01	DTD2	D-aminoacyl-tRNA deacylase 2
9683	6.00e-01	9.08e-02	0.0432	-1.6913659	-0.0731353	3199.47	N4BP1	NEDD4 binding protein 1
5350	6.00e-01	9.09e-02	0.1296	1.690812	0.2191924	195.84	PLN	phospholamban
6770	6.00e-01	9.09e-02	0.1049	1.6907056	0.1773758	93.49	STAR	steroidogenic acute regulatory protein
219927	6.00e-01	9.10e-02	0.0851	-1.6903126	-0.1438241	404.39	MRPL21	mitochondrial ribosomal protein L21
105371376	6.00e-01	9.09e-02	0.1345	-1.690616	-0.2273955	61.99	LOC105371376	uncharacterized LOC105371376
3337	6.00e-01	9.10e-02	0.1612	-1.6901842	-0.2724556	6454.1	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
348645	6.00e-01	9.10e-02	0.1336	1.6902438	0.2258958	1918.56	MIR3667HG	MIR3667 host gene
7016	6.01e-01	9.11e-02	0.0643	-1.6894638	-0.1086798	1211.77	TESK1	testis associated actin remodelling kinase 1
10531	6.01e-01	9.12e-02	0.0321	-1.6892154	-0.0542353	2049.55	PITRM1	pitrilysin metallopeptidase 1
105371141	6.01e-01	9.11e-02	0.1434	1.6894913	0.2422971	34.58	LOC105371141	
256714	6.01e-01	9.12e-02	0.3792	-1.6892554	-0.6405874	40.51	MAP7D2	MAP7 domain containing 2
26231	6.01e-01	9.12e-02	0.0721	1.6889087	0.1217912	253.06	FBXL9P	F-box and leucine rich repeat protein, pseudogene
7290	6.01e-01	9.12e-02	0.0586	-1.6888536	-0.0990472	2593.23	HIRA	histone cell cycle regulator
6894	6.01e-01	9.14e-02	0.1144	1.6881337	0.1931231	2237.07	TARBP1	TAR (HIV-1) RNA binding protein 1
153527	6.01e-01	9.14e-02	0.079	-1.6879777	-0.1334146	1427.93	ZMAT2	zinc finger matrin-type 2
109616999	6.01e-01	9.14e-02	0.1495	1.6878797	0.2523173	11.63	SNORA80D	small nucleolar RNA, H/ACA box 80D
55336	6.01e-01	9.14e-02	0.1388	-1.688243	-0.2343352	466.2	FBXL8	F-box and leucine rich repeat protein 8
23632	6.01e-01	9.15e-02	0.0695	-1.6875608	-0.1172593	574.99	CA14	carbonic anhydrase 14
7317	6.01e-01	9.15e-02	0.0975	-1.6874959	-0.1645831	11057.94	UBA1	ubiquitin like modifier activating enzyme 1
656	6.01e-01	9.18e-02	0.065	1.6859912	0.1095851	335.37	BMP8B	bone morphogenetic protein 8b
102724250	6.01e-01	9.17e-02	0.0795	1.6865779	0.1341235	739.62	LOC102724250	neuroblastoma breakpoint family member 1-like
107985768	6.01e-01	9.17e-02	0.1498	1.6862973	0.2526233	41.27	LOC107985768	
10324	6.01e-01	9.19e-02	0.1935	1.6854846	0.326102	17.35	KLHL41	kelch like family member 41
6672	6.01e-01	9.18e-02	0.0344	-1.6859289	-0.0580441	6010.75	SP100	SP100 nuclear antigen
105374995	6.01e-01	9.19e-02	0.4089	1.6852056	0.6890206	24.57	LOC105374995	
9474	6.01e-01	9.18e-02	0.0355	-1.6857435	-0.0597698	1172.69	ATG5	autophagy related 5
11335	6.01e-01	9.18e-02	0.0492	-1.6861095	-0.0829166	3147.55	CBX3	chromobox 3
100507341	6.01e-01	9.17e-02	0.1425	1.6867565	0.240338	50.33	SMIM18	small integral membrane protein 18
221092	6.01e-01	9.19e-02	0.0511	-1.6852263	-0.0860907	3332.47	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2
85406	6.01e-01	9.19e-02	0.0557	-1.6852619	-0.0938407	1451.07	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
105369780	6.01e-01	9.19e-02	0.1046	1.6854308	0.1762565	33.6	LOC105369780	
5564	6.01e-01	9.16e-02	0.071	-1.6868341	-0.1197637	910.06	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
55206	6.01e-01	9.17e-02	0.0427	-1.6866416	-0.0720743	5428.78	SBNO1	strawberry notch homolog 1
10693	6.01e-01	9.19e-02	0.0812	-1.6854209	-0.1369032	107.17	CCT6B	chaperonin containing TCP1 subunit 6B
440515	6.02e-01	9.20e-02	0.1508	1.6846981	0.254131	1283.77	ZNF506	zinc finger protein 506
7360	6.03e-01	9.22e-02	0.0445	-1.6838586	-0.0749905	2584.21	UGP2	UDP-glucose pyrophosphorylase 2
4352	6.03e-01	9.22e-02	0.1228	1.683702	0.2067616	59.61	MPL	MPL proto-oncogene, thrombopoietin receptor
11128	6.03e-01	9.23e-02	0.0304	1.6834504	0.0511182	1570.78	POLR3A	RNA polymerase III subunit A
107985893	6.04e-01	9.26e-02	0.1315	1.6818969	0.2211501	50.53	LINC01888	long intergenic non-protein coding RNA 1888
3638	6.04e-01	9.26e-02	0.0682	-1.6820444	-0.1146704	1732.59	INSIG1	insulin induced gene 1
6011	6.04e-01	9.27e-02	0.2173	1.6815274	0.365457	13.53	GRK1	G protein-coupled receptor kinase 1
146057	6.04e-01	9.27e-02	0.0468	-1.6814595	-0.0786325	2589.57	TTBK2	tau tubulin kinase 2
23336	6.04e-01	9.26e-02	0.3873	-1.6820816	-0.6515044	256.77	SYNM	synemin
51181	6.04e-01	9.27e-02	0.0706	-1.6815267	-0.1187894	1045.27	DCXR	dicarbonyl and L-xylulose reductase
105373087	6.04e-01	9.26e-02	0.3068	1.6819109	0.5159369	36.43	LOC105373087	
112970	6.04e-01	9.32e-02	0.0565	-1.6787165	-0.0948348	332.23	KTI12	KTI12 chromatin associated homolog
6271	6.04e-01	9.34e-02	0.1249	1.6777487	0.2094674	34.81	S100A1	S100 calcium binding protein A1
105371605	6.04e-01	9.30e-02	0.1147	1.6799123	0.19272	16.24	LOC105371605	
165082	6.04e-01	9.32e-02	0.1394	1.6787723	0.2340937	229.66	ADGRF3	adhesion G protein-coupled receptor F3
107985949	6.04e-01	9.36e-02	0.2025	1.6764539	0.3395254	547.22	LOC107985949	uncharacterized LOC107985949
130132	6.04e-01	9.36e-02	0.1816	1.6769459	0.3045798	77.95	RFTN2	raftlin family member 2
9125	6.04e-01	9.29e-02	0.029	-1.6803692	-0.0487371	2153.95	CNOT9	CCR4-NOT transcription complex subunit 9
57577	6.04e-01	9.36e-02	0.1034	1.676607	0.1733152	313.47	CCDC191	coiled-coil domain containing 191
26043	6.04e-01	9.29e-02	0.0473	-1.6804777	-0.0794321	4499.84	UBXN7	UBX domain protein 7
101928809	6.04e-01	9.33e-02	0.1625	1.678249	0.2727851	11.21	SDAD1-AS1	SDAD1 antisense RNA 1
105377621	6.04e-01	9.28e-02	0.255	-1.6806748	-0.4285825	23.48	LOC105377621	uncharacterized LOC105377621
3033	6.04e-01	9.37e-02	0.0708	-1.6759513	-0.1187147	544.73	HADH	hydroxyacyl-CoA dehydrogenase
112268474	6.04e-01	9.32e-02	0.3115	1.6789821	0.5230738	119.13	LOC112268474	uncharacterized LOC112268474
2178	6.04e-01	9.29e-02	0.0787	-1.6802516	-0.1323087	381.13	FANCE	FA complementation group E
6428	6.04e-01	9.31e-02	0.0407	-1.6794174	-0.068405	8464.78	SRSF3	serine and arginine rich splicing factor 3
64951	6.04e-01	9.39e-02	0.0892	-1.6751738	-0.1493838	364.57	MRPS24	mitochondrial ribosomal protein S24
55503	6.04e-01	9.35e-02	0.1804	1.6771858	0.3024891	74.58	TRPV6	transient receptor potential cation channel subfamily V member 6
155435	6.04e-01	9.39e-02	0.0242	-1.6752609	-0.0404669	6967.69	RBM33	RNA binding motif protein 33
100132249	6.04e-01	9.32e-02	0.2004	-1.6790017	-0.3365077	157	LOC100132249	uncharacterized LOC100132249
107987147	6.04e-01	9.40e-02	0.1469	-1.6747651	-0.2460156	345.13	LOC107987147	
101927944	6.04e-01	9.35e-02	0.1455	1.6772252	0.2439674	134.83	FAM53B-AS1	FAM53B antisense RNA 1
1132	6.04e-01	9.33e-02	0.143	-1.6784629	-0.2400142	86.24	CHRM4	cholinergic receptor muscarinic 4
219968	6.04e-01	9.34e-02	0.2313	1.6779628	0.3881907	11.1	OR5B21	olfactory receptor family 5 subfamily B member 21
7536	6.04e-01	9.39e-02	0.0412	-1.6749394	-0.0689366	15759.1	SF1	splicing factor 1
84000	6.04e-01	9.27e-02	0.0541	-1.6811058	-0.0909657	154.04	TMPRSS13	transmembrane serine protease 13
6309	6.04e-01	9.35e-02	0.1114	1.6773977	0.1868076	664.3	SC5D	sterol-C5-desaturase
105369594	6.04e-01	9.38e-02	0.1434	1.6757446	0.2403018	22.78	LOC105369594	uncharacterized LOC105369594
107987182	6.04e-01	9.31e-02	0.1522	1.6791231	0.2555914	118.46	LOC107987182	uncharacterized LOC107987182
107987181	6.04e-01	9.40e-02	0.1401	-1.674685	-0.2346881	12.08	LOC107987181	
79811	6.04e-01	9.37e-02	0.0527	1.6763716	0.0883273	2501.26	SLTM	SAFB like transcription modulator
101241892	6.04e-01	9.37e-02	0.1344	1.6762696	0.2252433	249.57	NPTN-IT1	NPTN intronic transcript 1
283876	6.04e-01	9.35e-02	0.0597	1.6769944	0.1001769	930.64	LINC00921	long intergenic non-protein coding RNA 921
84309	6.04e-01	9.39e-02	0.0523	-1.6754219	-0.0876177	2749.53	NUDT16L1	nudix hydrolase 16 like 1
105371089	6.04e-01	9.36e-02	0.4511	1.6768137	0.7563696	74.31	LOC105371089	replaced by ID 105371090
4597	6.04e-01	9.40e-02	0.0823	-1.6748537	-0.1377765	806.02	MVD	mevalonate diphosphate decarboxylase
3690	6.04e-01	9.38e-02	0.2755	-1.6757034	-0.461647	399.34	ITGB3	integrin subunit beta 3
162681	6.04e-01	9.29e-02	0.082	1.6802912	0.1377285	163.66	C18orf54	chromosome 18 open reading frame 54
1994	6.04e-01	9.34e-02	0.056	-1.6775804	-0.0939534	2630.51	ELAVL1	ELAV like RNA binding protein 1
7769	6.04e-01	9.39e-02	0.1305	1.6750029	0.2186138	644.32	ZNF226	zinc finger protein 226
105372707	6.04e-01	9.35e-02	0.0969	-1.6773729	-0.162582	306.09	LOC105372707	
58494	6.04e-01	9.39e-02	0.2459	-1.6750832	-0.4118723	33.27	JAM2	junctional adhesion molecule 2
4809	6.04e-01	9.38e-02	0.0463	-1.6755678	-0.0776572	2376.42	SNU13	small nuclear ribonucleoprotein 13
10943	6.04e-01	9.38e-02	0.0533	1.6755622	0.0893805	2904.69	MSL3	MSL complex subunit 3
105373335	6.04e-01	9.33e-02	0.0608	1.6784151	0.1021152	46.37	LOC105373335	uncharacterized LOC105373335
285498	6.04e-01	9.40e-02	0.2661	1.6744669	0.4455909	62.2	RNF212	ring finger protein 212
100189355	6.04e-01	9.41e-02	0.1361	1.6743669	0.2278547	34.79	TRC-GCA20-1	tRNA-Cys (anticodon GCA) 20-1
130535	6.05e-01	9.41e-02	0.0608	-1.674067	-0.1018083	796	KCTD18	potassium channel tetramerization domain containing 18
114908	6.05e-01	9.42e-02	0.0723	-1.6736386	-0.1209973	13611.32	TMEM123	transmembrane protein 123
677836	6.05e-01	9.43e-02	0.1829	1.6731986	0.3060627	11.53	SNORA58	small nucleolar RNA, H/ACA box 58
3009	6.05e-01	9.43e-02	0.3028	-1.6729696	-0.5065261	500.39	H1-5	H1.5 linker histone, cluster member
65251	6.06e-01	9.44e-02	0.0746	1.6726337	0.1248116	367.69	ZNF649	zinc finger protein 649
5342	6.06e-01	9.45e-02	0.1527	1.672077	0.2553185	220.47	PLGLB2	plasminogen like B2
6648	6.06e-01	9.46e-02	0.3131	-1.6716742	-0.5233251	14435.78	SOD2	superoxide dismutase 2
25861	6.07e-01	9.48e-02	0.3645	-1.6707283	-0.6089754	355.25	WHRN	whirlin
105370573	6.07e-01	9.47e-02	0.1446	1.6711475	0.2415778	32.61	LOC105370573	uncharacterized LOC105370573
29106	6.07e-01	9.48e-02	0.1619	1.6707412	0.2704223	22.54	SCG3	secretogranin III
283663	6.07e-01	9.48e-02	0.1042	1.6708421	0.1740516	78.42	LINC00926	long intergenic non-protein coding RNA 926
693224	6.07e-01	9.47e-02	0.0943	-1.6711157	-0.157526	26.98	MIR639	microRNA 639
57721	6.07e-01	9.49e-02	0.0369	1.6701739	0.0615559	963.19	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit
7841	6.07e-01	9.52e-02	0.0469	-1.6686445	-0.0782006	3233.63	MOGS	mannosyl-oligosaccharide glucosidase
8576	6.07e-01	9.52e-02	0.0728	-1.6687163	-0.121423	906.54	STK16	serine/threonine kinase 16
93463	6.07e-01	9.51e-02	0.2781	1.6693183	0.4641584	10.07	LOC93463	uncharacterized LOC93463
112268457	6.07e-01	9.52e-02	0.1467	1.6684157	0.2447279	55.14	LOC112268457	
100506710	6.07e-01	9.52e-02	0.0597	-1.6685427	-0.099578	3630.06	EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene
9196	6.07e-01	9.53e-02	0.0861	1.6683135	0.1435779	282.94	KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3
105371573	6.07e-01	9.50e-02	0.1599	-1.6695617	-0.2669114	28.58	LOC105371573	uncharacterized LOC105371573
283991	6.07e-01	9.53e-02	0.1002	-1.668175	-0.1670963	3018.06	UBALD2	UBA like domain containing 2
57614	6.07e-01	9.51e-02	0.0577	1.6691068	0.0962881	3621.97	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
101929591	6.07e-01	9.53e-02	0.1783	1.6682797	0.2974277	45.63	KIZ-AS1	KIZ antisense RNA 1
5625	6.07e-01	9.51e-02	0.1642	-1.6690659	-0.2740409	10.16	PRODH	proline dehydrogenase 1
7504	6.07e-01	9.51e-02	0.198	-1.6691213	-0.3304769	16.68	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein
7071	6.10e-01	9.57e-02	0.3841	-1.666234	-0.6399345	4038.01	KLF10	KLF transcription factor 10
105378415	6.11e-01	9.58e-02	0.4195	1.6654314	0.6986196	17.23	LOC105378415	uncharacterized LOC105378415
11142	6.11e-01	9.59e-02	0.1604	1.6651178	0.267021	85.13	PKIG	cAMP-dependent protein kinase inhibitor gamma
7873	6.11e-01	9.60e-02	0.0627	-1.6647141	-0.1044395	547.15	MANF	mesencephalic astrocyte derived neurotrophic factor
64215	6.11e-01	9.60e-02	0.0892	-1.6647614	-0.1485141	751.58	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1
3326	6.11e-01	9.60e-02	0.0689	-1.6643958	-0.114694	15234.41	HSP90AB1	heat shock protein 90 alpha family class B member 1
400	6.11e-01	9.61e-02	0.0452	-1.664245	-0.0752765	841.2	ARL1	ADP ribosylation factor like GTPase 1
2796	6.11e-01	9.61e-02	0.0956	1.6638707	0.1591213	84.61	GNRH1	gonadotropin releasing hormone 1
145226	6.11e-01	9.62e-02	0.1312	-1.6636982	-0.2182226	34.58	RDH12	retinol dehydrogenase 12
729723	6.12e-01	9.63e-02	0.1218	1.6632977	0.2026027	32.63	DNAJC27-AS1	DNAJC27 antisense RNA 1
382	6.12e-01	9.62e-02	0.0744	-1.6633855	-0.1236845	8248.59	ARF6	ADP ribosylation factor 6
112268450	6.12e-01	9.63e-02	0.1563	1.6628369	0.2599262	17.49	LOC112268450	uncharacterized LOC112268450
10983	6.12e-01	9.64e-02	0.0963	-1.6627595	-0.1601608	17526.1	CCNI	cyclin I
212	6.12e-01	9.63e-02	0.199	-1.6629274	-0.3308474	26.3	ALAS2	5'-aminolevulinate synthase 2
105378580	6.12e-01	9.64e-02	0.1314	1.6623874	0.218494	395	LINC01409	long intergenic non-protein coding RNA 1409
126859	6.12e-01	9.64e-02	0.1651	1.6625179	0.2743999	34.84	AXDND1	axonemal dynein light chain domain containing 1
25870	6.12e-01	9.66e-02	0.0451	-1.6617165	-0.0748654	2628.12	SUMF2	sulfatase modifying factor 2
26290	6.13e-01	9.66e-02	0.1412	1.6614787	0.2345329	15.19	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8
2619	6.13e-01	9.67e-02	0.2472	1.661003	0.4106155	36.5	GAS1	growth arrest specific 1
58506	6.13e-01	9.67e-02	0.0639	-1.6611892	-0.1060812	3992.82	SCAF1	SR-related CTD associated factor 1
1525	6.13e-01	9.67e-02	0.2113	-1.6610241	-0.3509057	96.79	CXADR	CXADR Ig-like cell adhesion molecule
9383	6.13e-01	9.67e-02	0.599	-1.6608871	-0.9948699	6054.73	TSIX	TSIX transcript, XIST antisense RNA
30836	6.13e-01	9.68e-02	0.0484	-1.6603393	-0.0803036	1256.4	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
256355	6.13e-01	9.69e-02	0.0778	1.659909	0.1292199	54.35	RPS2P32	ribosomal protein S2 pseudogene 32
196792	6.13e-01	9.69e-02	0.1445	1.6600644	0.2398256	75.39	FAM24B	family with sequence similarity 24 member B
79842	6.13e-01	9.69e-02	0.0612	1.6599797	0.1016194	522.73	ZBTB3	zinc finger and BTB domain containing 3
107987401	6.13e-01	9.69e-02	0.306	1.6599967	0.5080132	50.14	LOC107987401	uncharacterized LOC107987401
991	6.13e-01	9.71e-02	0.2097	-1.6591812	-0.3479526	86.7	CDC20	cell division cycle 20
51727	6.13e-01	9.71e-02	0.0597	-1.6590947	-0.0990727	4725.6	CMPK1	cytidine/uridine monophosphate kinase 1
5091	6.13e-01	9.70e-02	0.1248	-1.6596485	-0.207167	439.23	PC	pyruvate carboxylase
11173	6.13e-01	9.71e-02	0.2444	-1.6591788	-0.405422	9.67	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
105372716	6.13e-01	9.70e-02	0.204	-1.6594265	-0.3384736	56.26	LOC105372716	uncharacterized LOC105372716
100616285	6.13e-01	9.72e-02	0.1984	-1.6585968	-0.3290574	9.51	MIR4645	microRNA 4645
84816	6.13e-01	9.72e-02	0.0539	1.6583661	0.089433	394.21	RTN4IP1	reticulon 4 interacting protein 1
440307	6.13e-01	9.72e-02	0.1516	1.6584201	0.2514892	30.56	TTLL13	tubulin tyrosine ligase like 13
100873962	6.13e-01	9.72e-02	0.8383	1.6587381	1.3905949	132.76	LINC00278	long intergenic non-protein coding RNA 278
114819	6.13e-01	9.73e-02	0.1153	1.657938	0.1912115	850.87	CROCCP3	CROCC pseudogene 3
2802	6.13e-01	9.73e-02	0.0397	-1.6579156	-0.0658207	6755.63	GOLGA3	golgin A3
349334	6.14e-01	9.75e-02	0.1804	-1.6569383	-0.2989503	10.42	FOXD4L4	forkhead box D4 like 4
113218477	6.14e-01	9.74e-02	0.0436	1.6574211	0.0722505	619.19	TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate)
220074	6.14e-01	9.76e-02	0.1	1.6567458	0.1655938	684.25	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
112268203	6.14e-01	9.75e-02	0.0812	1.6571333	0.1345227	108.29	HEXIM2-AS1	HEXIM2 antisense RNA 1
102466736	6.14e-01	9.75e-02	0.0817	-1.6571079	-0.1354533	97.33	MIR6789	microRNA 6789
9514	6.14e-01	9.76e-02	0.1877	1.6568086	0.3110642	25.95	GAL3ST1	galactose-3-O-sulfotransferase 1
6253	6.14e-01	9.77e-02	0.2788	1.6563353	0.4618431	95.92	RTN2	reticulon 2
89780	6.15e-01	9.79e-02	0.1643	-1.6550061	-0.2719127	14.07	WNT3A	Wnt family member 3A
112268174	6.15e-01	9.80e-02	0.1172	1.6548164	0.1938632	268.74	LOC112268174	uncharacterized LOC112268174
110806280	6.15e-01	9.79e-02	0.1209	1.6552497	0.2000743	67.8	CCDC194	coiled-coil domain containing 194
100131691	6.15e-01	9.79e-02	0.0749	1.654952	0.1240141	292.43	MZF1-AS1	MZF1 antisense RNA 1
550631	6.15e-01	9.79e-02	0.0381	-1.6549657	-0.0629947	448.07	CCDC157	coiled-coil domain containing 157
2316	6.15e-01	9.78e-02	0.1165	-1.6554754	-0.192843	159528.86	FLNA	filamin A
1198	6.15e-01	9.80e-02	0.0398	-1.6545984	-0.0659323	2613.17	CLK3	CDC like kinase 3
80314	6.15e-01	9.81e-02	0.0475	-1.65418	-0.078528	4029.65	EPC1	enhancer of polycomb homolog 1
100873993	6.15e-01	9.81e-02	0.1056	-1.6539967	-0.1746478	86.71	ITIH4-AS1	ITIH4 antisense RNA 1
107985031	6.16e-01	9.83e-02	0.1597	1.6530875	0.2639597	27.99	LOC107985031	uncharacterized LOC107985031
26052	6.17e-01	9.84e-02	0.1168	1.6525691	0.1930879	314.45	DNM3	dynamin 3
84255	6.17e-01	9.85e-02	0.0452	-1.6523281	-0.0746034	840.49	SLC37A3	solute carrier family 37 member 3
4563	6.17e-01	9.85e-02	0.074	1.652408	0.1222207	177.83	TRNG	tRNA-Gly
127018	6.18e-01	9.87e-02	0.0594	1.6509597	0.0980185	480.77	LYPLAL1	lysophospholipase like 1
4171	6.18e-01	9.87e-02	0.2448	-1.6510485	-0.4041658	388.53	MCM2	minichromosome maintenance complex component 2
441108	6.18e-01	9.87e-02	0.097	-1.6510717	-0.1601932	720.47	IRF1-AS1	IRF1 antisense RNA 1
107984844	6.18e-01	9.88e-02	0.0578	1.6507058	0.0954709	136.59	SMG1-DT	SMG1 divergent transcript
388436	6.18e-01	9.88e-02	0.285	1.6506779	0.4703896	82.49	LOC388436	uncharacterized protein ENSP00000382042
10058	6.18e-01	9.89e-02	0.0933	1.6504178	0.1540414	358.44	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
112268100	6.18e-01	9.89e-02	0.1414	1.6501541	0.2332616	811.38	LOC112268100	
284391	6.18e-01	9.90e-02	0.1066	1.6499234	0.1759306	696.92	ZNF844	zinc finger protein 844
25973	6.19e-01	9.90e-02	0.0861	1.649648	0.1420052	165.04	PARS2	prolyl-tRNA synthetase 2, mitochondrial
11238	6.19e-01	9.91e-02	0.101	-1.6493766	-0.1665175	908.53	CA5B	carbonic anhydrase 5B
101055625	6.19e-01	9.92e-02	0.3476	-1.6486751	-0.5730745	41.39	OVCH1-AS1	OVCH1 antisense RNA 1
102465492	6.20e-01	9.93e-02	0.1872	1.6480587	0.3085581	8.13	MIR6820	microRNA 6820
100189177	6.20e-01	9.94e-02	0.1435	1.6478191	0.2363828	45.02	TRC-GCA19-1	tRNA-Cys (anticodon GCA) 19-1
2821	6.20e-01	9.94e-02	0.0884	-1.6477565	-0.145613	6032.28	GPI	glucose-6-phosphate isomerase
27153	6.20e-01	9.95e-02	0.1001	-1.6474504	-0.1649848	989.7	ZNF777	zinc finger protein 777
100506428	6.20e-01	9.95e-02	0.0665	-1.6474983	-0.109556	118	CBR3-AS1	CBR3 antisense RNA 1
148808	6.20e-01	9.97e-02	0.1762	1.6461858	0.2900993	182.33	MFSD4A	major facilitator superfamily domain containing 4A
105373117	6.20e-01	9.96e-02	0.2335	1.6468634	0.3844989	775.93	LOC105373117	
66008	6.20e-01	9.96e-02	0.0489	-1.6465912	-0.0804435	3323.47	TRAK2	trafficking kinesin protein 2
8372	6.20e-01	9.98e-02	0.0755	1.6460196	0.1242627	150.24	HYAL3	hyaluronidase 3
105377548	6.20e-01	9.98e-02	0.3737	1.6456556	0.615062	12.35	LOC105377548	uncharacterized LOC105377548
375791	6.20e-01	9.99e-02	0.1675	-1.645498	-0.2756402	14.28	CYSRT1	cysteine rich tail 1
22931	6.20e-01	9.98e-02	0.0915	-1.6458638	-0.1505842	1877.85	RAB18	RAB18, member RAS oncogene family
51021	6.20e-01	9.95e-02	0.0684	-1.6471954	-0.1126628	1716.49	MRPS16	mitochondrial ribosomal protein S16
56163	6.20e-01	9.98e-02	0.1752	1.6456024	0.2883215	19.4	RNF17	ring finger protein 17
105370681	6.20e-01	9.99e-02	0.1891	-1.6455417	-0.311184	13.1	LINC02323	long intergenic non-protein coding RNA 2323
124995	6.20e-01	9.97e-02	0.0893	-1.6462397	-0.1469314	1230.95	MRPL10	mitochondrial ribosomal protein L10
101928855	6.20e-01	9.99e-02	0.1763	1.6453876	0.2900489	148.04	LOC101928855	uncharacterized LOC101928855
105372097	6.20e-01	9.98e-02	0.2166	1.6460658	0.3566139	17.32	ST8SIA5-DT	ST8SIA5 divergent transcript
8666	6.20e-01	9.98e-02	0.0636	-1.6460452	-0.1047547	4386.69	EIF3G	eukaryotic translation initiation factor 3 subunit G
1639	6.20e-01	9.99e-02	0.0583	-1.6451087	-0.0959136	4972.73	DCTN1	dynactin subunit 1
222234	6.21e-01	1.00e-01	0.0516	1.6446326	0.0849176	263.08	FAM185A	family with sequence similarity 185 member A
6942	6.21e-01	1.00e-01	0.0683	-1.6444787	-0.1122541	5436.08	TCF20	transcription factor 20
107985944	6.21e-01	1.00e-01	0.0941	1.643869	0.1546325	66.18	LOC107985944	uncharacterized LOC107985944
677807	6.21e-01	1.00e-01	0.135	1.6438205	0.2219906	16.19	SNORA22	small nucleolar RNA, H/ACA box 22
53340	6.21e-01	1.00e-01	0.1504	1.6441257	0.2472643	21.18	SPA17	sperm autoantigenic protein 17
4282	6.21e-01	1.00e-01	0.0947	-1.6440281	-0.1556537	905.34	MIF	macrophage migration inhibitory factor
8848	6.21e-01	1.00e-01	0.0818	-1.6436354	-0.1343987	1895.41	TSC22D1	TSC22 domain family member 1
648	6.22e-01	1.00e-01	0.0968	-1.6426717	-0.159021	1048.35	BMI1	BMI1 proto-oncogene, polycomb ring finger
81552	6.23e-01	1.01e-01	0.0859	-1.6412658	-0.1409267	4180.97	VOPP1	VOPP1 WW domain binding protein
66036	6.23e-01	1.01e-01	0.0441	1.6415761	0.072376	1449.67	MTMR9	myotubularin related protein 9
25920	6.23e-01	1.01e-01	0.0767	-1.6411301	-0.1259001	3139.98	NELFB	negative elongation factor complex member B
23091	6.23e-01	1.01e-01	0.0365	-1.6418151	-0.0599509	2869.08	ZC3H13	zinc finger CCCH-type containing 13
319103	6.23e-01	1.01e-01	0.154	1.6414876	0.2527879	18.61	SNORD8	small nucleolar RNA, C/D box 8
54807	6.23e-01	1.01e-01	0.0474	1.6411067	0.0778473	947.57	ZNF586	zinc finger protein 586
402055	6.23e-01	1.01e-01	0.0319	-1.6413868	-0.0523286	918.84	SRRD	SRR1 domain containing
106633801	6.23e-01	1.01e-01	0.2157	1.6408347	0.3539575	637.96	SCARNA28	small Cajal body-specific RNA 28
100507290	6.23e-01	1.01e-01	0.0679	-1.6407944	-0.1114284	2384.31	ZNF865	zinc finger protein 865
63943	6.23e-01	1.01e-01	0.1227	1.6404883	0.2012433	75.97	FKBPL	FKBP prolyl isomerase like
107987150	6.23e-01	1.01e-01	0.139	1.6401958	0.2279611	330.52	LOC107987150	
105370887	6.23e-01	1.01e-01	0.1711	1.6402706	0.280611	11.8	LOC105370887	uncharacterized LOC105370887
10535	6.23e-01	1.01e-01	0.0681	-1.6400826	-0.1117697	285.62	RNASEH2A	ribonuclease H2 subunit A
1058	6.23e-01	1.01e-01	0.1379	-1.6398375	-0.2261583	33.81	CENPA	centromere protein A
105375798	6.23e-01	1.01e-01	0.1754	1.6394774	0.2876217	20.32	LOC105375798	uncharacterized LOC105375798
284129	6.23e-01	1.01e-01	0.1163	-1.6392981	-0.1905852	2249.14	SLC26A11	solute carrier family 26 member 11
693204	6.24e-01	1.01e-01	0.2034	1.6378686	0.3331502	12.68	MIR619	microRNA 619
6175	6.24e-01	1.01e-01	0.0811	-1.637893	-0.1328583	32819.84	RPLP0	ribosomal protein lateral stalk subunit P0
