GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
101928085	3.93e-03	1.13e-03	0.1417	3.2551592	0.4611878	26.84	ERICH6-AS1	ERICH6 antisense RNA 1
55094	3.93e-03	1.14e-03	0.0676	3.2546059	0.219987	314.98	GPATCH1	G-patch domain containing 1
27018	3.94e-03	1.14e-03	0.3027	-3.2542132	-0.9849277	864.7	BEX3	brain expressed X-linked 3
80196	3.94e-03	1.14e-03	0.0608	-3.2538399	-0.1979	2315.05	RNF34	ring finger protein 34
9260	3.95e-03	1.14e-03	0.1786	-3.2532675	-0.5810557	621.04	PDLIM7	PDZ and LIM domain 7
56938	3.95e-03	1.14e-03	0.1701	-3.2531806	-0.5532702	224.3	BMAL2	basic helix-loop-helix ARNT like 2
221154	3.96e-03	1.15e-03	0.1146	-3.2522221	-0.3726132	1678.73	MICU2	mitochondrial calcium uptake 2
204851	3.96e-03	1.15e-03	0.1416	-3.2521225	-0.4604983	8265.48	HIPK1	homeodomain interacting protein kinase 1
8802	3.96e-03	1.15e-03	0.1004	-3.2521439	-0.3266167	1292.13	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha
3036	3.96e-03	1.15e-03	0.2089	-3.2520199	-0.6793088	37.37	HAS1	hyaluronan synthase 1
203429	3.96e-03	1.15e-03	0.1743	3.2518554	0.56672	12.11	FAM226A	family with sequence similarity 226 member A
11270	3.97e-03	1.15e-03	0.1328	-3.2512765	-0.4316579	283.95	NRM	nurim
105372178	3.97e-03	1.15e-03	0.2785	3.2512513	0.9054053	48.71	LOC105372178	
23264	3.97e-03	1.15e-03	0.0899	3.2511024	0.2922053	526.54	ZC3H7B	zinc finger CCCH-type containing 7B
91752	3.98e-03	1.15e-03	0.1451	-3.2508951	-0.4717401	100.04	ZNF804A	zinc finger protein 804A
100847066	3.98e-03	1.15e-03	0.1816	3.2508138	0.5903707	18.11	MIR5692A1	microRNA 5692a-1
402135	3.99e-03	1.15e-03	0.2241	3.2498363	0.7283984	13.76	OR5K2	olfactory receptor family 5 subfamily K member 2
102466742	3.99e-03	1.15e-03	0.1988	-3.2498431	-0.6459928	13.62	MIR6818	microRNA 6818
107985870	3.99e-03	1.16e-03	0.2418	-3.2494464	-0.7855944	200.01	LOC107985870	uncharacterized LOC107985870
440078	4.00e-03	1.16e-03	0.1531	3.2486108	0.4974827	81.28	FAM66C	family with sequence similarity 66 member C
100463482	4.01e-03	1.16e-03	0.2922	3.248525	0.94931	9.18	MTRNR2L6	MT-RNR2 like 6 (pseudogene)
100422859	4.01e-03	1.16e-03	0.1336	-3.2483209	-0.4339176	24.62	MIR3136	microRNA 3136
136647	4.01e-03	1.16e-03	0.0671	-3.2480258	-0.2180682	551.8	MPLKIP	M-phase specific PLK1 interacting protein
727856	4.01e-03	1.16e-03	0.1425	3.2479725	0.462862	57.28	DDX11L16	DEAD/H-box helicase 11 like 16 (pseudogene)
57587	4.01e-03	1.16e-03	0.1272	3.2476571	0.4131021	1481	CFAP97	cilia and flagella associated protein 97
1112	4.01e-03	1.16e-03	0.0861	3.2476899	0.279644	3679.49	FOXN3	forkhead box N3
57711	4.02e-03	1.16e-03	0.1175	3.2475302	0.38162	720.98	ZNF529	zinc finger protein 529
643376	4.02e-03	1.17e-03	0.106	3.2468804	0.3443071	93.82	BTBD18	BTB domain containing 18
124790	4.02e-03	1.17e-03	0.1141	-3.2468664	-0.3704344	1062.66	HEXIM2	HEXIM P-TEFb complex subunit 2
26156	4.02e-03	1.17e-03	0.1153	3.2467929	0.374247	1708.09	RSL1D1	ribosomal L1 domain containing 1
1089	4.03e-03	1.17e-03	0.2038	-3.2465269	-0.6617772	1771.53	CEACAM4	CEA cell adhesion molecule 4
160287	4.03e-03	1.17e-03	0.1061	-3.2459288	-0.3442682	57.14	LDHAL6A	lactate dehydrogenase A like 6A
339883	4.04e-03	1.17e-03	0.1007	3.2457605	0.3268468	351.13	APRG1	APRG1 tumor suppressor candidate
400627	4.04e-03	1.17e-03	0.1668	3.2452403	0.5411497	31.06	LOC400627	uncharacterized LOC400627
56605	4.04e-03	1.17e-03	0.0937	-3.2451394	-0.3040102	1155.25	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
29102	4.05e-03	1.18e-03	0.0932	3.2445725	0.3023644	717.17	DROSHA	drosha ribonuclease III
105374128	4.05e-03	1.18e-03	0.3814	-3.2444349	-1.2373251	50.67	LOC105374128	uncharacterized LOC105374128
9290	4.06e-03	1.18e-03	0.1556	3.2441347	0.5047108	126.04	GPR55	G protein-coupled receptor 55
221584	4.07e-03	1.18e-03	0.1417	3.2434481	0.4596464	23.64	ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1
222389	4.08e-03	1.18e-03	0.2606	-3.2426701	-0.8451837	341.9	BEND7	BEN domain containing 7
101928649	4.08e-03	1.19e-03	0.0883	-3.2423513	-0.2861427	116.51	CTC-338M12.4	uncharacterized LOC101928649
84818	4.08e-03	1.19e-03	0.1075	3.2422659	0.3484277	90.79	IL17RC	interleukin 17 receptor C
905	4.08e-03	1.19e-03	0.0858	-3.242192	-0.2780962	5590.37	CCNT2	cyclin T2
27134	4.09e-03	1.19e-03	0.1743	3.2412099	0.5650692	76.97	TJP3	tight junction protein 3
54556	4.10e-03	1.19e-03	0.0782	-3.2410652	-0.2533564	915.38	ING3	inhibitor of growth family member 3
112268122	4.10e-03	1.19e-03	0.1464	3.2410112	0.4743596	72.95	LOC112268122	
64769	4.10e-03	1.19e-03	0.0753	3.2408051	0.2440282	876.67	MEAF6	MYST/Esa1 associated factor 6
105369491	4.11e-03	1.19e-03	0.3199	3.2402297	1.0364067	12.33	LOC105369491	uncharacterized LOC105369491
171546	4.11e-03	1.20e-03	0.1824	-3.2397723	-0.5910122	439.97	SPTSSA	serine palmitoyltransferase small subunit A
105370458	4.11e-03	1.20e-03	0.0998	-3.2398076	-0.3231716	104.16	SEC23A-AS1	SEC23A antisense RNA 1
283932	4.11e-03	1.20e-03	0.1161	-3.2396006	-0.3760145	44.96	FBXL19-AS1	FBXL19 antisense RNA 1
51114	4.12e-03	1.20e-03	0.1743	-3.2392346	-0.5645098	127.18	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
861	4.12e-03	1.20e-03	0.1563	-3.2391381	-0.5061197	2880.9	RUNX1	RUNX family transcription factor 1
143496	4.12e-03	1.20e-03	0.3589	-3.2390149	-1.1626212	14.8	OR52B4	olfactory receptor family 52 subfamily B member 4
166824	4.12e-03	1.20e-03	0.2672	3.2386559	0.8653163	55.34	RASSF6	Ras association domain family member 6
727940	4.13e-03	1.20e-03	0.2422	3.2385137	0.7842741	8.62	RHOXF2B	Rhox homeobox family member 2B
445347	4.13e-03	1.20e-03	0.2002	3.2383329	0.648256	1380.66	TARP	TCR gamma alternate reading frame protein
23008	4.13e-03	1.20e-03	0.0619	-3.2382139	-0.2005167	1528.21	KLHDC10	kelch domain containing 10
6966	4.13e-03	1.20e-03	0.2056	3.2380552	0.6658669	228.47	TRGC1	T cell receptor gamma constant 1
7710	4.14e-03	1.21e-03	0.1903	3.2374366	0.6161671	505.79	ZNF154	zinc finger protein 154
1877	4.14e-03	1.21e-03	0.0691	3.2372574	0.223646	943.34	E4F1	E4F transcription factor 1
4609	4.15e-03	1.21e-03	0.118	3.2362844	0.3818318	796.55	MYC	MYC proto-oncogene, bHLH transcription factor
105378553	4.16e-03	1.21e-03	0.1818	-3.2359956	-0.5883177	491.05	AS-PTPRE	lncRNA antisense to PTPRE protein-coding gene
7644	4.16e-03	1.21e-03	0.1602	3.2356909	0.5183438	2774.53	ZNF91	zinc finger protein 91
85441	4.16e-03	1.21e-03	0.2865	-3.2355388	-0.9268271	4173.34	HELZ2	helicase with zinc finger 2
105370795	4.17e-03	1.22e-03	0.0691	-3.2347329	-0.223539	97.45	VPS39-DT	VPS39 divergent transcript
126299	4.18e-03	1.22e-03	0.1146	3.2344863	0.3707379	239.81	ZNF428	zinc finger protein 428
23308	4.18e-03	1.22e-03	0.1845	3.2341641	0.5967863	34.58	ICOSLG	inducible T cell costimulator ligand
57706	4.19e-03	1.22e-03	0.1143	-3.2337682	-0.3697426	1585.08	DENND1A	DENN domain containing 1A
285386	4.19e-03	1.22e-03	0.2385	3.2334064	0.7712429	174.98	TPRG1	tumor protein p63 regulated 1
102723464	4.19e-03	1.22e-03	0.2541	3.2331502	0.8214254	11.71	LOC102723464	uncharacterized LOC102723464
51573	4.19e-03	1.22e-03	0.1775	-3.2331408	-0.5740009	2448.71	GDE1	glycerophosphodiester phosphodiesterase 1
4123	4.19e-03	1.22e-03	0.1478	3.2330687	0.4777497	1101.24	MAN2C1	mannosidase alpha class 2C member 1
28564	4.20e-03	1.23e-03	0.2165	3.2328566	0.7000266	22.27	TRBV23-1	T cell receptor beta variable 23-1 (non-functional)
27247	4.20e-03	1.23e-03	0.1063	-3.2327932	-0.3437436	315.64	NFU1	NFU1 iron-sulfur cluster scaffold
100505715	4.20e-03	1.23e-03	0.1584	3.2326537	0.5120485	40.54	LOC100505715	uncharacterized LOC100505715
6708	4.20e-03	1.23e-03	0.3433	-3.2325033	-1.1097207	1073.74	SPTA1	spectrin alpha, erythrocytic 1
7292	4.21e-03	1.23e-03	0.1697	-3.2317309	-0.5484985	2614.91	TNFSF4	TNF superfamily member 4
25794	4.24e-03	1.24e-03	0.1512	-3.2299227	-0.488397	242.72	FSCN2	fascin actin-bundling protein 2, retinal
107987174	4.24e-03	1.24e-03	0.2212	3.2295172	0.7142247	78.66	LOC107987174	
64432	4.25e-03	1.24e-03	0.0546	3.2291456	0.1764219	2310.76	MRPS25	mitochondrial ribosomal protein S25
1977	4.25e-03	1.24e-03	0.0966	-3.228919	-0.311916	1384.03	EIF4E	eukaryotic translation initiation factor 4E
100852407	4.26e-03	1.25e-03	0.099	-3.2281855	-0.3194452	234.03	CARS1-AS1	CARS1 antisense RNA 1
105374903	4.26e-03	1.25e-03	0.2525	-3.2278534	-0.8148766	28.01	LOC105374903	uncharacterized LOC105374903
55131	4.27e-03	1.25e-03	0.1022	3.2277563	0.3298978	532.01	RBM28	RNA binding motif protein 28
79683	4.27e-03	1.25e-03	0.1387	3.2276156	0.447802	117.39	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14
440672	4.27e-03	1.25e-03	0.2063	-3.2274075	-0.665908	1016.41	NUDT4B	nudix hydrolase 4B
10915	4.27e-03	1.25e-03	0.1033	3.2271183	0.3332845	1682.41	TCERG1	transcription elongation regulator 1
3978	4.30e-03	1.26e-03	0.1149	3.2254723	0.3705968	256.16	LIG1	DNA ligase 1
27039	4.31e-03	1.26e-03	0.1006	-3.2248544	-0.3243746	293.21	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
84064	4.31e-03	1.26e-03	0.0681	3.2247621	0.2195083	1039.16	HDHD2	haloacid dehalogenase like hydrolase domain containing 2
107985850	4.31e-03	1.26e-03	0.2147	-3.2243796	-0.6923267	38.3	LOC107985850	
65108	4.31e-03	1.26e-03	0.128	3.2243306	0.4127114	82.32	MARCKSL1	MARCKS like 1
2274	4.31e-03	1.26e-03	0.1443	-3.224129	-0.4650919	258.38	FHL2	four and a half LIM domains 2
100529855	4.32e-03	1.26e-03	0.1365	-3.2238344	-0.4401321	203.84	ZNF625-ZNF20	ZNF625-ZNF20 readthrough (NMD candidate)
8295	4.32e-03	1.27e-03	0.11	3.2237117	0.3544499	2496.65	TRRAP	transformation/transcription domain associated protein
100505933	4.32e-03	1.27e-03	0.0956	-3.2236949	-0.3083363	260.81	ADD3-AS1	ADD3 antisense RNA 1
4140	4.32e-03	1.27e-03	0.1475	-3.2237718	-0.4754659	5863.61	MARK3	microtubule affinity regulating kinase 3
79993	4.32e-03	1.27e-03	0.27	-3.2233542	-0.8703199	1119.08	ELOVL7	ELOVL fatty acid elongase 7
107984917	4.32e-03	1.27e-03	0.2006	-3.2231769	-0.6464997	147.58	LOC107984917	
112268458	4.32e-03	1.27e-03	0.1553	3.2230896	0.5004035	57.43	LOC112268458	keratinocyte proline-rich protein-like
51204	4.34e-03	1.27e-03	0.0705	3.2222519	0.2272071	260.17	TACO1	translational activator of cytochrome c oxidase I
101929372	4.34e-03	1.27e-03	0.1893	-3.2222073	-0.6099243	28.72	LOC101929372	uncharacterized LOC101929372
112268121	4.35e-03	1.28e-03	0.1224	3.2215101	0.3942907	162.15	LOC112268121	
112268123	4.36e-03	1.28e-03	0.0987	-3.2208494	-0.3178381	104.92	LOC112268123	uncharacterized LOC112268123
468	4.36e-03	1.28e-03	0.0848	-3.2208357	-0.2732632	4421.91	ATF4	activating transcription factor 4
102465138	4.36e-03	1.28e-03	0.295	-3.2205716	-0.9499345	13.14	MIR6131	microRNA 6131
107985050	4.37e-03	1.28e-03	0.2399	-3.2200353	-0.7725242	16.57	LOC107985050	
433	4.37e-03	1.28e-03	0.2033	-3.2197159	-0.6544695	138.57	ASGR2	asialoglycoprotein receptor 2
10228	4.38e-03	1.28e-03	0.0769	-3.2193152	-0.2475634	3001.51	STX6	syntaxin 6
4249	4.38e-03	1.29e-03	0.0796	3.219064	0.2561024	3034.49	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
79931	4.38e-03	1.29e-03	0.2059	3.218785	0.662657	47.67	TNIP3	TNFAIP3 interacting protein 3
8702	4.38e-03	1.29e-03	0.1181	-3.2187072	-0.3801952	711.22	B4GALT4	beta-1,4-galactosyltransferase 4
100130887	4.39e-03	1.29e-03	0.1747	-3.2183931	-0.5622352	37.12	ATE1-AS1	ATE1 antisense RNA 1
23036	4.40e-03	1.29e-03	0.1381	-3.2176596	-0.4444548	11094.02	ZNF292	zinc finger protein 292
54108	4.40e-03	1.29e-03	0.0951	3.2176882	0.3061198	229.18	CHRAC1	chromatin accessibility complex subunit 1
51545	4.40e-03	1.29e-03	0.0879	3.2173146	0.2826713	132.89	ZNF581	zinc finger protein 581
100133941	4.41e-03	1.30e-03	0.3649	-3.2169543	-1.1739105	2781.44	CD24	CD24 molecule
3107	4.43e-03	1.30e-03	0.1724	-3.2155551	-0.5542634	81524.51	HLA-C	major histocompatibility complex, class I, C
105374179	4.43e-03	1.30e-03	0.2399	-3.2154092	-0.7712614	61.91	LOC105374179	uncharacterized LOC105374179
79839	4.43e-03	1.30e-03	0.1869	3.2154011	0.6008874	63.9	CCDC102B	coiled-coil domain containing 102B
728537	4.43e-03	1.30e-03	0.116	3.2153299	0.3729481	45.62	C2orf92	chromosome 2 open reading frame 92
84848	4.44e-03	1.31e-03	0.3062	-3.2148557	-0.9844642	13.07	MIR503HG	MIR503 host gene
6979	4.44e-03	1.31e-03	0.2353	3.2145694	0.7562826	58.68	TRGV5P	T cell receptor gamma variable 5P (pseudogene)
105379099	4.44e-03	1.31e-03	0.197	-3.2143267	-0.6333493	12.47	LOC105379099	uncharacterized LOC105379099
100652781	4.45e-03	1.31e-03	0.2032	3.2139811	0.653118	96.66	SNX29P1	sorting nexin 29 pseudogene 1
10616	4.45e-03	1.31e-03	0.1592	-3.2139742	-0.511757	1906.05	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
107986148	4.45e-03	1.31e-03	0.1793	-3.2137732	-0.5761941	732.58	LOC107986148	replaced by ID 25976
10325	4.45e-03	1.31e-03	0.0809	-3.2137696	-0.2598483	724.92	RRAGB	Ras related GTP binding B
157378	4.45e-03	1.31e-03	0.1023	-3.2135983	-0.3288362	2043.08	TMEM65	transmembrane protein 65
51324	4.45e-03	1.31e-03	0.1096	-3.2132637	-0.3521262	2359.74	SPG21	SPG21 abhydrolase domain containing, maspardin
677840	4.45e-03	1.31e-03	0.4084	-3.2133024	-1.312441	85.15	SNORA71D	small nucleolar RNA, H/ACA box 71D
8394	4.46e-03	1.31e-03	0.0812	-3.2128663	-0.2609529	1834.12	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
2193	4.46e-03	1.32e-03	0.0997	3.2126158	0.3202202	423.78	FARSA	phenylalanyl-tRNA synthetase subunit alpha
100505549	4.46e-03	1.32e-03	0.0937	3.2125321	0.3009592	275.12	ATP8B1-AS1	ATP8B1 antisense RNA 1
27351	4.48e-03	1.32e-03	0.0918	-3.2114097	-0.2946618	780.8	DESI1	desumoylating isopeptidase 1
100506540	4.48e-03	1.32e-03	0.0888	-3.2111172	-0.2850272	82.97	MISFA	mitochondrial sheath formation associated
9584	4.49e-03	1.32e-03	0.0805	-3.2106391	-0.258335	14745.01	RBM39	RNA binding motif protein 39
5874	4.49e-03	1.32e-03	0.2235	-3.2105845	-0.7174253	3152.67	RAB27B	RAB27B, member RAS oncogene family
6916	4.50e-03	1.33e-03	0.1674	-3.2101857	-0.5375407	9043.42	TBXAS1	thromboxane A synthase 1
10312	4.50e-03	1.33e-03	0.124	-3.2099268	-0.3981708	5868.76	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
2000	4.50e-03	1.33e-03	0.1634	-3.2098086	-0.5246235	1124.47	ELF4	E74 like ETS transcription factor 4
927	4.50e-03	1.33e-03	0.1807	3.2095829	0.5800611	93.42	CD8B2	CD8b2 molecule
51300	4.50e-03	1.33e-03	0.0738	-3.2095339	-0.236959	852.85	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
9121	4.52e-03	1.33e-03	0.1498	-3.2087418	-0.4805784	534.84	SLC16A5	solute carrier family 16 member 5
5366	4.53e-03	1.34e-03	0.2059	-3.2078689	-0.6603645	594.97	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
283971	4.53e-03	1.34e-03	0.221	-3.2076793	-0.7089965	53.99	CLEC18C	C-type lectin domain family 18 member C
100500918	4.53e-03	1.34e-03	0.42	-3.207517	-1.3470234	50.06	MIR3651	microRNA 3651
400759	4.54e-03	1.34e-03	0.5771	-3.2067852	-1.8504825	469.49	GBP1P1	guanylate binding protein 1 pseudogene 1
60676	4.57e-03	1.35e-03	0.2834	-3.2053684	-0.9083526	12.61	PAPPA2	pappalysin 2
5326	4.57e-03	1.35e-03	0.1279	-3.2052308	-0.4099447	812.88	PLAGL2	PLAG1 like zinc finger 2
105376829	4.57e-03	1.35e-03	0.1971	-3.2051838	-0.6319006	39.19	LOC105376829	uncharacterized LOC105376829
55738	4.57e-03	1.35e-03	0.0812	3.2048712	0.2601722	483.16	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
619565	4.58e-03	1.35e-03	0.3763	-3.2043651	-1.2058773	368.35	SNORA52	small nucleolar RNA, H/ACA box 52
7565	4.58e-03	1.35e-03	0.1364	3.2042852	0.4370744	536.8	ZNF17	zinc finger protein 17
166378	4.58e-03	1.35e-03	0.1332	3.2041815	0.4269261	1935.52	SPATA5	spermatogenesis associated 5
642799	4.58e-03	1.35e-03	0.1393	3.2041497	0.4463359	85.5	NPIPA2	nuclear pore complex interacting protein family member A2
440503	4.58e-03	1.36e-03	0.2651	-3.2037948	-0.849423	331.85	PLIN5	perilipin 5
105372238	4.59e-03	1.36e-03	0.1825	-3.203509	-0.5847176	29.85	LOC105372238	uncharacterized LOC105372238
219833	4.59e-03	1.36e-03	0.231	3.2033368	0.7398969	12.36	KCNJ5-AS1	KCNJ5 antisense RNA 1
10654	4.59e-03	1.36e-03	0.1009	3.2031302	0.3231869	270.21	PMVK	phosphomevalonate kinase
105369724	4.60e-03	1.36e-03	0.2615	-3.2028199	-0.8375278	25.55	LOC105369724	uncharacterized LOC105369724
26240	4.60e-03	1.36e-03	0.1407	3.2027147	0.450525	212.04	FAM50B	family with sequence similarity 50 member B
101928166	4.60e-03	1.36e-03	0.1927	3.202279	0.6170904	61.51	LOC101928166	uncharacterized LOC101928166
84333	4.60e-03	1.36e-03	0.1372	-3.202236	-0.4393969	7533.3	PCGF5	polycomb group ring finger 5
159686	4.60e-03	1.36e-03	0.1813	-3.2022619	-0.5804844	209.86	CFAP58	cilia and flagella associated protein 58
84627	4.61e-03	1.37e-03	0.1527	3.2016997	0.4889847	241.85	ZNF469	zinc finger protein 469
107985524	4.62e-03	1.37e-03	0.1283	3.2014443	0.4106726	99.78	LOC107985524	uncharacterized LOC107985524
105369373	4.62e-03	1.37e-03	0.1109	-3.2013231	-0.3549961	79.37	LOC105369373	uncharacterized LOC105369373
101927492	4.62e-03	1.37e-03	0.1204	3.2012399	0.3855617	72.71	MRPS9-AS1	MRPS9 antisense RNA 1
286075	4.62e-03	1.37e-03	0.0844	3.2010477	0.2701627	247.87	ZNF707	zinc finger protein 707
104564224	4.63e-03	1.37e-03	0.2689	-3.2002461	-0.8604004	25.82	LUNAR1	leukemia-associated non-coding IGF1R activator RNA 1
9324	4.63e-03	1.37e-03	0.1373	3.2001956	0.4394013	362.07	HMGN3	high mobility group nucleosomal binding domain 3
79616	4.63e-03	1.37e-03	0.2539	-3.2001201	-0.8124487	1062.35	CCNJL	cyclin J like
401428	4.63e-03	1.37e-03	0.1783	3.1998851	0.5706156	96.88	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene
2218	4.63e-03	1.37e-03	0.1129	3.1998644	0.3612636	672.11	FKTN	fukutin
51201	4.64e-03	1.38e-03	0.1244	-3.199786	-0.3979506	5760.83	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2
10207	4.64e-03	1.38e-03	0.1647	3.1996509	0.527049	1664.44	PATJ	PATJ crumbs cell polarity complex component
100507346	4.64e-03	1.38e-03	0.2178	3.1994548	0.6967207	8.99	LOC100507346	uncharacterized LOC100507346
79092	4.64e-03	1.38e-03	0.2046	-3.199367	-0.6546574	119.64	CARD14	caspase recruitment domain family member 14
9252	4.64e-03	1.38e-03	0.1742	3.1992848	0.5574708	2135.05	RPS6KA5	ribosomal protein S6 kinase A5
114823	4.65e-03	1.38e-03	0.1566	3.1989628	0.5009799	1186.59	LENG8	leukocyte receptor cluster member 8
28563	4.65e-03	1.38e-03	0.2235	3.1988754	0.7149408	30.09	TRBV24-1	T cell receptor beta variable 24-1
388730	4.65e-03	1.38e-03	0.1107	-3.1986734	-0.3539683	140.3	TMEM81	transmembrane protein 81
5424	4.65e-03	1.38e-03	0.1006	3.1984405	0.3217461	603.85	POLD1	DNA polymerase delta 1, catalytic subunit
5715	4.65e-03	1.38e-03	0.1157	-3.198385	-0.3700203	1190.53	PSMD9	proteasome 26S subunit, non-ATPase 9
54516	4.65e-03	1.38e-03	0.0849	-3.198183	-0.2715691	1090.45	MTRF1L	mitochondrial translation release factor 1 like
101927167	4.66e-03	1.38e-03	0.2903	-3.1980798	-0.9282795	12	GATA2-AS1	GATA2 antisense RNA 1
26027	4.66e-03	1.38e-03	0.2167	3.1977896	0.6929528	48.72	ACOT11	acyl-CoA thioesterase 11
53944	4.67e-03	1.39e-03	0.0885	-3.1972757	-0.2829278	1055.3	CSNK1G1	casein kinase 1 gamma 1
100189245	4.67e-03	1.39e-03	0.2843	-3.1968156	-0.9089753	77.29	TRT-CGT4-1	tRNA-Thr (anticodon CGT) 4-1
9764	4.68e-03	1.39e-03	0.145	-3.1962432	-0.4633878	3185.32	KIAA0513	KIAA0513
105379194	4.68e-03	1.39e-03	0.1989	-3.1960794	-0.6355482	12.77	CTNNA1-AS1	CTNNA1 antisense RNA 1
4331	4.68e-03	1.39e-03	0.1203	3.196048	0.3843301	309.86	MNAT1	MNAT1 component of CDK activating kinase
9902	4.68e-03	1.39e-03	0.4008	3.1961077	1.2810537	703.48	MRC2	mannose receptor C type 2
63939	4.68e-03	1.39e-03	0.1464	-3.1961179	-0.4680542	2092.3	FAM217B	family with sequence similarity 217 member B
107987266	4.68e-03	1.39e-03	0.202	3.195921	0.6455382	14.93	LOC107987266	uncharacterized LOC107987266
55222	4.69e-03	1.40e-03	0.159	3.1956514	0.5081346	55.26	LRRC20	leucine rich repeat containing 20
5351	4.69e-03	1.40e-03	0.15	-3.1955992	-0.4794304	1685.04	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
6018	4.69e-03	1.40e-03	0.1182	-3.1952974	-0.377773	3715.29	RLF	RLF zinc finger
28455	4.70e-03	1.40e-03	0.3781	3.1946555	1.2079738	51.74	IGHV2-26	immunoglobulin heavy variable 2-26
100507034	4.70e-03	1.40e-03	0.079	3.1945308	0.2524453	215.28	PITRM1-AS1	PITRM1 antisense RNA 1
57594	4.70e-03	1.40e-03	0.0561	3.1944379	0.1792894	386.06	HOMEZ	homeobox and leucine zipper encoding
56478	4.70e-03	1.40e-03	0.0566	3.1944211	0.180842	854.22	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
105376712	4.71e-03	1.40e-03	0.1692	3.1941048	0.5405573	15.42	LOC105376712	uncharacterized LOC105376712
107985053	4.71e-03	1.40e-03	0.2715	3.1941042	0.8672949	10.47	SPNS2-AS1	SPNS2 antisense RNA 1
10257	4.71e-03	1.40e-03	0.2467	-3.1938324	-0.7880705	2333.12	ABCC4	ATP binding cassette subfamily C member 4
8662	4.72e-03	1.41e-03	0.1385	3.1929424	0.4422858	2325.49	EIF3B	eukaryotic translation initiation factor 3 subunit B
221438	4.73e-03	1.41e-03	0.2684	-3.19277	-0.8570484	46.19	TREML5P	triggering receptor expressed on myeloid cells like 5, pseudogene
64091	4.73e-03	1.41e-03	0.1222	3.1927166	0.3900067	43.06	POPDC2	popeye domain containing 2
6158	4.73e-03	1.41e-03	0.0939	3.1926187	0.2998729	2169.37	RPL28	ribosomal protein L28
657	4.74e-03	1.41e-03	0.1452	3.1920393	0.4635988	265.25	BMPR1A	bone morphogenetic protein receptor type 1A
102724104	4.74e-03	1.41e-03	0.2127	3.1916157	0.6788901	239.31	LOC102724104	uncharacterized LOC102724104
5986	4.75e-03	1.42e-03	0.1392	-3.1909982	-0.4441052	148.51	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
105375176	4.76e-03	1.42e-03	0.2239	3.1907168	0.7143769	17.66	HDAC9-AS1	HDAC9 antisense RNA 1
105375659	4.76e-03	1.42e-03	0.2234	3.1903896	0.7127088	11.94	LOC105375659	uncharacterized LOC105375659
100861563	4.78e-03	1.43e-03	0.1612	-3.1892186	-0.5140408	46.03	SCAANT1	SCA7/ATXN7 antisense RNA 1
4211	4.78e-03	1.43e-03	0.2716	-3.1890544	-0.8661513	312.65	MEIS1	Meis homeobox 1
100124534	4.79e-03	1.43e-03	0.417	-3.1887087	-1.3296661	50.42	SNORA84	small nucleolar RNA, H/ACA box 84
4905	4.79e-03	1.43e-03	0.0863	-3.1882777	-0.2751175	2406.06	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
28671	4.80e-03	1.43e-03	0.1983	3.1880529	0.6323244	124.68	TRAV13-1	T cell receptor alpha variable 13-1
107985347	4.81e-03	1.44e-03	0.2344	-3.1872796	-0.74701	36.51	LOC107985347	uncharacterized LOC107985347
7430	4.81e-03	1.44e-03	0.095	3.1868947	0.3026492	3722.26	EZR	ezrin
79698	4.82e-03	1.44e-03	0.3685	3.1862704	1.1741664	20.71	ZMAT4	zinc finger matrin-type 4
9699	4.83e-03	1.44e-03	0.3477	-3.1859429	-1.107822	14.28	RIMS2	regulating synaptic membrane exocytosis 2
200197	4.83e-03	1.44e-03	0.2476	-3.1856641	-0.7886606	23.31	TMEM51-AS1	TMEM51 antisense RNA 1
27095	4.84e-03	1.45e-03	0.077	-3.1852639	-0.2452794	1226.36	TRAPPC3	trafficking protein particle complex subunit 3
6888	4.84e-03	1.45e-03	0.1765	-3.1850266	-0.5623083	17426.23	TALDO1	transaldolase 1
28902	4.84e-03	1.45e-03	0.4916	3.1849653	1.5657736	63.07	IGKV1D-13	immunoglobulin kappa variable 1D-13
107984224	4.85e-03	1.45e-03	0.186	3.1845585	0.592375	19.72	LOC107984224	
